Battleground,Faction,Class,KB,D,HK,DD,HD,Win,Rol
Battle for Gilneas,Horde,Shaman,0,9,0,3159,31023,0,heal
Battle for Gilneas,Horde,Monk,0,3,1,10158,15965,0,heal
Battle for Gilneas,Alliance,Demon Hunter,1,0,9,9851,1973,1,dps
Battle for Gilneas,Horde,Warlock,1,1,5,38656,17995,0,dps
Battle for Gilneas,Horde,Mage,1,3,3,14831,13896,0,dps
Battle for Gilneas,Horde,Paladin,0,4,1,14915,10955,0,dps
Battle for Gilneas,Alliance,Warrior,2,1,22,21614,5073,1,dps
Battle for Gilneas,Alliance,Shaman,0,0,39,7135,90943,1,heal
Battle for Gilneas,Horde,Demon Hunter,0,2,1,5971,0,0,dps
Battle for Gilneas,Alliance,Paladin,3,1,20,21950,6446,1,dps
Battle for Gilneas,Alliance,Paladin,0,0,8,3575,3463,1,dps
Battle for Gilneas,Horde,Warlock,0,5,1,27489,19149,0,dps
Battle for Gilneas,Alliance,Warlock,11,0,38,75321,22441,1,dps
Battle for Gilneas,Horde,Druid,0,0,20,1838,52542,1,heal
Battle for Gilneas,Horde,Warrior,2,0,9,19349,315,1,dps
Battle for Gilneas,Horde,Hunter,6,1,18,93288,7983,1,dps
Battle for Gilneas,Alliance,Priest,0,4,1,13500,42184,0,heal
Battle for Gilneas,Horde,Priest,2,0,22,28188,4095,1,dps
Battle for Gilneas,Horde,Shaman,0,0,22,3021,62329,1,heal
Battle for Gilneas,Horde,Demon Hunter,6,0,22,47380,7762,1,dps
Battle for Gilneas,Alliance,Priest,2,1,3,47257,26763,0,dps
Battle for Gilneas,Alliance,Shaman,0,1,3,25257,25648,0,heal
Battle for Gilneas,Alliance,Mage,0,5,0,11521,10533,0,dps
Battle for Gilneas,Horde,Shaman,0,0,14,3011,14531,1,heal
Battle for Gilneas,Horde,Rogue,3,1,20,32965,2700,1,dps
Battle for Gilneas,Alliance,Hunter,0,2,1,13386,2302,0,dps
Battle for Gilneas,Alliance,Shaman,0,2,1,10012,19590,0,heal
Battle for Gilneas,Alliance,Warrior,0,1,3,4461,105,0,dps
Battle for Gilneas,Alliance,Paladin,0,1,3,6852,1536,0,dps
Battle for Gilneas,Alliance,Hunter,0,2,2,51929,9739,0,dps
Battle for Gilneas,Alliance,Hunter,1,3,3,33120,3651,0,dps
Battle for Gilneas,Horde,Warlock,3,1,18,24069,11209,1,dps
Battle for Gilneas,Horde,Druid,0,0,20,743,64975,1,heal
Battle for Gilneas,Horde,Warrior,9,0,47,61047,8097,1,dps
Battle for Gilneas,Alliance,Demon Hunter,0,8,0,52850,5448,0,dps
Battle for Gilneas,Horde,Demon Hunter,3,0,37,51960,2985,1,dps
Battle for Gilneas,Horde,Warrior,0,0,48,89098,12649,1,dps
Battle for Gilneas,Horde,Shaman,0,0,32,2971,39918,1,heal
Battle for Gilneas,Alliance,Demon Hunter,0,6,0,44644,6760,0,dps
Battle for Gilneas,Horde,Death Knight,9,0,46,71646,16102,1,dps
Battle for Gilneas,Alliance,Druid,0,1,0,0,32218,0,heal
Battle for Gilneas,Horde,Mage,2,0,30,33017,5245,1,dps
Battle for Gilneas,Alliance,Monk,0,4,0,1110,24319,0,heal
Battle for Gilneas,Alliance,Warlock,0,9,0,71967,24561,0,dps
Battle for Gilneas,Horde,Demon Hunter,1,0,17,10280,915,1,dps
Battle for Gilneas,Alliance,Death Knight,0,2,0,14892,14134,0,dps
Battle for Gilneas,Horde,Mage,4,0,48,61508,4299,1,dps
Battle for Gilneas,Alliance,Demon Hunter,0,0,0,872,445,0,dps
Battle for Gilneas,Horde,Paladin,11,0,47,54087,15989,1,dps
Battle for Gilneas,Horde,Monk,0,0,47,10568,127000,1,heal
Battle for Gilneas,Alliance,Priest,0,5,0,4206,37555,0,heal
Battle for Gilneas,Alliance,Warrior,0,1,0,1818,0,0,dps
Battle for Gilneas,Alliance,Death Knight,0,2,0,5683,5309,0,dps
Battle for Gilneas,Alliance,Warrior,3,4,21,41100,23172,1,dps
Battle for Gilneas,Horde,Druid,0,5,12,1118,99044,0,heal
Battle for Gilneas,Horde,Hunter,4,4,16,33017,6854,0,dps
Battle for Gilneas,Horde,Hunter,4,1,26,22624,7012,0,dps
Battle for Gilneas,Alliance,Warlock,8,3,30,38779,17181,1,dps
Battle for Gilneas,Horde,Hunter,5,3,22,41010,7769,0,dps
Battle for Gilneas,Alliance,Rogue,3,2,19,24494,7590,1,dps
Battle for Gilneas,Horde,Shaman,1,5,10,5254,50267,0,heal
Battle for Gilneas,Alliance,Shaman,1,3,27,30826,9849,1,dps
Battle for Gilneas,Horde,Mage,3,4,21,22158,12842,0,dps
Battle for Gilneas,Horde,Mage,0,7,13,36633,6862,0,dps
Battle for Gilneas,Alliance,Mage,2,4,9,38542,4321,1,dps
Battle for Gilneas,Alliance,Paladin,13,1,34,86224,25128,1,dps
Battle for Gilneas,Horde,Hunter,1,5,10,54158,9919,0,dps
Battle for Gilneas,Horde,Druid,1,2,13,13693,20245,0,heal
Battle for Gilneas,Horde,Demon Hunter,7,5,22,111000,15850,0,dps
Battle for Gilneas,Alliance,Paladin,5,1,29,59524,26524,1,dps
Battle for Gilneas,Alliance,Shaman,1,2,29,7425,51759,1,heal
Battle for Gilneas,Alliance,Paladin,1,4,7,46376,15261,1,dps
Battle for Gilneas,Alliance,Death Knight,2,3,25,61206,22649,1,dps
Battle for Gilneas,Horde,Warlock,3,0,22,48823,14259,1,dps
Battle for Gilneas,Horde,Warrior,3,3,17,48932,15757,1,dps
Battle for Gilneas,Horde,Mage,4,1,29,24388,2596,1,dps
Battle for Gilneas,Alliance,Priest,1,4,9,17734,8223,0,dps
Battle for Gilneas,Horde,Mage,6,1,24,67905,7930,1,dps
Battle for Gilneas,Horde,Warrior,6,1,21,53403,16902,1,dps
Battle for Gilneas,Alliance,Priest,3,5,7,36252,16261,0,dps
Battle for Gilneas,Horde,Shaman,0,2,27,10925,68694,1,heal
Battle for Gilneas,Horde,Hunter,5,0,15,21996,0,1,dps
Battle for Gilneas,Alliance,Paladin,0,2,5,5778,5784,0,heal
Battle for Gilneas,Alliance,Druid,0,1,11,1256,84714,0,heal
Battle for Gilneas,Alliance,Paladin,0,5,6,51890,12249,0,dps
Battle for Gilneas,Horde,Druid,4,2,23,55751,13024,1,dps
Battle for Gilneas,Horde,Paladin,0,1,27,6631,55709,1,heal
Battle for Gilneas,Alliance,Warrior,2,4,7,27514,4503,0,dps
Battle for Gilneas,Alliance,Monk,2,4,9,40972,26314,0,dps
Battle for Gilneas,Alliance,Mage,2,2,11,43490,11718,0,dps
Battle for Gilneas,Horde,Shaman,4,2,25,61060,1578,1,dps
Battle for Gilneas,Alliance,Hunter,0,1,5,12015,4128,0,dps
Battle for Gilneas,Alliance,Hunter,5,5,20,73062,12905,1,dps
Battle for Gilneas,Horde,Death Knight,4,7,30,95493,29129,0,dps
Battle for Gilneas,Alliance,Druid,0,4,45,224,215000,1,heal
Battle for Gilneas,Horde,Druid,2,3,28,49531,13027,0,dps
Battle for Gilneas,Alliance,Warrior,4,3,26,63651,31561,1,dps
Battle for Gilneas,Horde,Shaman,1,7,28,8938,99399,0,heal
Battle for Gilneas,Horde,Mage,7,5,28,127000,23979,0,dps
Battle for Gilneas,Horde,Warrior,3,5,25,44336,6910,0,dps
Battle for Gilneas,Alliance,Rogue,11,3,35,45332,8293,1,dps
Battle for Gilneas,Alliance,Warrior,6,4,38,100000,12070,1,dps
Battle for Gilneas,Alliance,Mage,8,3,39,96730,7997,1,dps
Battle for Gilneas,Horde,Monk,0,5,28,3990,101000,0,heal
Battle for Gilneas,Alliance,Warlock,8,5,38,86617,52555,1,dps
Battle for Gilneas,Horde,Paladin,9,4,35,192000,46517,0,dps
Battle for Gilneas,Horde,Death Knight,5,5,25,70827,20915,0,dps
Battle for Gilneas,Horde,Warrior,2,7,21,52432,4377,0,dps
Battle for Gilneas,Alliance,Rogue,4,2,35,58944,4813,1,dps
Battle for Gilneas,Horde,Death Knight,4,4,16,39249,26497,0,dps
Battle for Gilneas,Alliance,Shaman,1,4,35,44200,142000,1,heal
Battle for Gilneas,Alliance,Warlock,3,7,25,82345,29406,1,dps
Battle for Gilneas,Horde,Hunter,4,0,8,28773,3928,1,dps
Battle for Gilneas,Horde,Druid,0,0,22,1818,179000,1,heal
Battle for Gilneas,Horde,Demon Hunter,4,0,21,66986,7942,1,dps
Battle for Gilneas,Alliance,Hunter,0,2,0,16669,4304,0,dps
Battle for Gilneas,Alliance,Hunter,0,4,7,50752,13190,0,dps
Battle for Gilneas,Horde,Shaman,0,2,19,10968,88406,1,heal
Battle for Gilneas,Alliance,Warrior,1,0,2,12938,2906,0,dps
Battle for Gilneas,Alliance,Warrior,1,3,3,8580,3849,0,dps
Battle for Gilneas,Alliance,Druid,0,1,3,61503,755,0,dps
Battle for Gilneas,Horde,Warlock,3,2,21,57596,20110,1,dps
Battle for Gilneas,Horde,Warlock,3,0,20,71472,17020,1,dps
Battle for Gilneas,Alliance,Paladin,0,2,1,0,56983,0,heal
Battle for Gilneas,Alliance,Warlock,3,3,9,96378,29466,0,dps
Battle for Gilneas,Horde,Warrior,5,2,14,49937,14438,1,dps
Battle for Gilneas,Horde,Paladin,4,1,21,69992,25463,1,dps
Battle for Gilneas,Alliance,Priest,1,2,5,27113,77543,0,heal
Battle for Gilneas,Alliance,Druid,0,4,3,3724,6158,0,heal
Battle for Gilneas,Horde,Demon Hunter,4,2,21,40051,6659,1,dps
Battle for Gilneas,Alliance,Warrior,1,2,3,17515,410,0,dps
Battle for Gilneas,Horde,Demon Hunter,1,1,21,26795,1614,1,dps
Battle for Gilneas,Horde,Death Knight,1,0,14,17038,11942,1,dps
Battle for Gilneas,Horde,Hunter,0,0,14,31409,2725,1,dps
Battle for Gilneas,Horde,Paladin,2,0,21,27294,15874,1,dps
Battle for Gilneas,Horde,Warrior,6,1,16,23478,2245,1,dps
Battle for Gilneas,Horde,Warrior,6,1,18,26419,5497,1,dps
Battle for Gilneas,Horde,Paladin,2,0,21,1838,52741,1,heal
Battle for Gilneas,Alliance,Paladin,0,2,3,55422,11236,0,dps
Battle for Gilneas,Horde,Shaman,0,0,15,8015,64070,1,heal
Battle for Gilneas,Horde,Warrior,1,2,14,23118,2056,1,dps
Battle for Gilneas,Horde,Demon Hunter,1,0,21,21644,10471,1,dps
Battle for Gilneas,Horde,Warrior,1,0,9,9409,1033,1,dps
Battle for Gilneas,Alliance,Hunter,1,1,3,8058,2416,0,dps
Battle for Gilneas,Alliance,Rogue,0,1,2,4373,1069,0,dps
Battle for Gilneas,Alliance,Hunter,1,1,1,6121,1327,0,dps
Battle for Gilneas,Alliance,Monk,1,5,3,31448,14585,0,dps
Battle for Gilneas,Alliance,Hunter,0,6,4,31924,5502,0,dps
Battle for Gilneas,Horde,Warrior,3,4,8,38457,5352,0,dps
Battle for Gilneas,Alliance,Druid,3,4,28,34703,6249,1,dps
Battle for Gilneas,Horde,Warrior,1,5,9,31721,1171,0,dps
Battle for Gilneas,Horde,Rogue,1,4,8,29680,10595,0,dps
Battle for Gilneas,Horde,Shaman,0,7,8,14569,64481,0,heal
Battle for Gilneas,Horde,Rogue,1,4,9,27807,1661,0,dps
Battle for Gilneas,Horde,Priest,1,5,9,24202,63842,0,heal
Battle for Gilneas,Horde,Priest,0,3,8,13578,6885,0,dps
Battle for Gilneas,Alliance,Priest,6,2,25,85170,22911,1,dps
Battle for Gilneas,Horde,Druid,1,0,7,23191,10470,0,dps
Battle for Gilneas,Alliance,Warrior,1,0,16,10206,1572,1,dps
Battle for Gilneas,Alliance,Warrior,12,0,36,41656,3957,1,dps
Battle for Gilneas,Horde,Rogue,1,4,8,30254,9574,0,dps
Battle for Gilneas,Horde,Hunter,0,1,7,21819,1979,0,dps
Battle for Gilneas,Alliance,Paladin,0,0,21,7749,52641,1,heal
Battle for Gilneas,Alliance,Mage,4,0,20,39708,409,1,dps
Battle for Gilneas,Alliance,Warrior,3,1,25,13093,174,1,dps
Battle for Gilneas,Alliance,Warlock,4,0,36,75698,14705,1,dps
Battle for Gilneas,Alliance,Warrior,4,1,36,63787,7516,1,dps
Battle for Gilneas,Alliance,Monk,0,1,32,516,117000,1,heal
Battle for Gilneas,Horde,Warrior,2,4,29,19886,2915,1,dps
Battle for Gilneas,Alliance,Paladin,0,3,16,16158,8072,0,dps
Battle for Gilneas,Horde,Demon Hunter,9,3,36,17010,13374,1,dps
Battle for Gilneas,Alliance,Rogue,2,6,17,10223,1022,0,dps
Battle for Gilneas,Alliance,Demon Hunter,2,5,27,18184,1077,0,dps
Battle for Gilneas,Alliance,Monk,9,5,31,26001,18171,0,dps
Battle for Gilneas,Horde,Warlock,3,3,32,27319,20566,1,dps
Battle for Gilneas,Horde,Warrior,2,3,7,7190,72,1,dps
Battle for Gilneas,Horde,Shaman,2,2,21,18661,3799,1,dps
Battle for Gilneas,Horde,Hunter,8,4,33,47819,2398,1,dps
Battle for Gilneas,Alliance,Hunter,7,2,28,32654,1827,0,dps
Battle for Gilneas,Alliance,Death Knight,3,3,26,26450,8498,0,dps
Battle for Gilneas,Horde,Shaman,1,6,27,5136,47706,1,heal
Battle for Gilneas,Alliance,Paladin,1,3,14,3918,5727,0,heal
Battle for Gilneas,Alliance,Druid,2,3,20,28567,6885,0,dps
Battle for Gilneas,Horde,Shaman,4,5,29,17411,6764,1,dps
Battle for Gilneas,Horde,Priest,5,4,24,25677,14269,1,dps
Battle for Gilneas,Alliance,Paladin,1,3,27,3320,56390,0,heal
Battle for Gilneas,Horde,Paladin,2,0,12,8004,1824,1,dps
Battle for Gilneas,Alliance,Demon Hunter,7,5,29,43702,2318,0,dps
Battle for Gilneas,Alliance,Mage,2,3,16,17842,4086,1,dps
Battle for Gilneas,Horde,Warrior,2,5,16,12875,9739,0,dps
Battle for Gilneas,Alliance,Hunter,10,2,37,39952,6818,1,dps
Battle for Gilneas,Alliance,Warlock,2,3,28,19670,15925,1,dps
Battle for Gilneas,Alliance,Demon Hunter,1,4,27,20314,2488,1,dps
Battle for Gilneas,Horde,Warrior,5,3,16,12360,897,0,dps
Battle for Gilneas,Alliance,Druid,0,3,20,1449,34559,1,heal
Battle for Gilneas,Horde,Demon Hunter,6,3,22,27615,5366,0,dps
Battle for Gilneas,Alliance,Warrior,8,3,36,33178,2201,1,dps
Battle for Gilneas,Horde,Shaman,1,6,22,7179,42196,0,heal
Battle for Gilneas,Horde,Warlock,2,5,21,22808,13292,0,dps
Battle for Gilneas,Alliance,Druid,10,1,44,43183,8469,1,dps
Battle for Gilneas,Alliance,Warrior,8,1,32,17498,3366,1,dps
Battle for Gilneas,Alliance,Paladin,5,2,40,33816,12701,1,dps
Battle for Gilneas,Horde,Death Knight,4,7,18,29558,13978,0,dps
Battle for Gilneas,Alliance,Death Knight,1,7,15,15382,8608,1,dps
Battle for Gilneas,Horde,Druid,2,4,22,29908,3776,0,dps
Battle for Gilneas,Horde,Death Knight,4,4,18,22348,12307,0,dps
Battle for Gilneas,Horde,Rogue,1,5,13,11851,2518,0,dps
Battle for Gilneas,Horde,Paladin,1,5,17,2312,24190,0,heal
Battle for Gilneas,Horde,Rogue,7,0,25,13547,2293,1,dps
Battle for Gilneas,Horde,Hunter,5,1,28,16167,1690,1,dps
Battle for Gilneas,Horde,Paladin,1,1,8,10903,4449,1,dps
Battle for Gilneas,Alliance,Priest,0,2,2,1130,13428,0,heal
Battle for Gilneas,Alliance,Rogue,0,3,1,964,2071,0,dps
Battle for Gilneas,Horde,Shaman,0,0,28,3740,36886,1,heal
Battle for Gilneas,Horde,Rogue,1,0,20,13687,1538,1,dps
Battle for Gilneas,Alliance,Hunter,1,1,2,2666,402,0,dps
Battle for Gilneas,Alliance,Rogue,0,2,4,3686,3172,0,dps
Battle for Gilneas,Horde,Paladin,7,0,26,21372,7173,1,dps
Battle for Gilneas,Alliance,Mage,1,5,3,13910,8891,0,dps
Battle for Gilneas,Alliance,Rogue,1,6,3,16141,2741,0,dps
Battle for Gilneas,Alliance,Warlock,0,4,3,23924,17004,0,dps
Battle for Gilneas,Horde,Rogue,0,2,17,8964,854,1,dps
Battle for Gilneas,Horde,Warlock,4,0,27,21642,9028,1,dps
Battle for Gilneas,Alliance,Shaman,1,5,3,7476,2542,0,dps
Battle for Gilneas,Alliance,Priest,1,2,2,9393,8427,0,dps
Battle for Gilneas,Horde,Druid,3,0,24,14931,3200,1,dps
Battle for Gilneas,Alliance,Druid,0,1,1,3326,801,0,dps
Battle for Gilneas,Horde,Paladin,4,1,23,17228,7512,1,dps
Battle for Gilneas,Alliance,Druid,0,4,9,524,23763,0,heal
Battle for Gilneas,Horde,Death Knight,5,1,27,25186,14420,1,dps
Battle for Gilneas,Horde,Demon Hunter,1,4,22,18539,594,1,dps
Battle for Gilneas,Alliance,Demon Hunter,1,3,9,13985,2410,0,dps
Battle for Gilneas,Alliance,Mage,0,5,9,14465,6638,0,dps
Battle for Gilneas,Horde,Shaman,0,2,27,3469,31656,1,heal
Battle for Gilneas,Alliance,Death Knight,1,3,10,11823,5543,0,dps
Battle for Gilneas,Alliance,Druid,0,2,5,263,19462,0,heal
Battle for Gilneas,Horde,Paladin,6,2,11,21348,7193,1,dps
Battle for Gilneas,Alliance,Druid,1,1,8,16602,3269,0,dps
Battle for Gilneas,Horde,Demon Hunter,1,0,12,15571,3013,1,dps
Battle for Gilneas,Horde,Mage,3,0,25,8107,3011,1,dps
Battle for Gilneas,Alliance,Rogue,1,2,5,6613,1813,0,dps
Battle for Gilneas,Horde,Demon Hunter,5,2,26,23585,5757,1,dps
Battle for Gilneas,Alliance,Paladin,3,3,12,17675,5534,0,dps
Battle for Gilneas,Horde,Rogue,2,1,16,7612,2420,1,dps
Battle for Gilneas,Alliance,Hunter,2,5,8,16273,3274,0,dps
Battle for Gilneas,Horde,Demon Hunter,8,0,32,28829,4829,1,dps
Battle for Gilneas,Alliance,Warrior,2,5,5,16207,5416,0,dps
Battle for Gilneas,Horde,Priest,1,1,29,8091,13856,1,heal
Temple of Kotmogu,Alliance,Death Knight,6,3,58,25925,11314,1,dps
Temple of Kotmogu,Alliance,Mage,6,2,57,28438,5258,1,dps
Temple of Kotmogu,Alliance,Druid,8,3,55,45584,7932,1,dps
Temple of Kotmogu,Alliance,Shaman,0,0,59,7664,54796,1,heal
Temple of Kotmogu,Horde,Warrior,2,6,12,32693,7929,0,dps
Temple of Kotmogu,Alliance,Paladin,8,0,63,36252,11032,1,dps
Temple of Kotmogu,Alliance,Druid,0,0,63,519,112000,1,heal
Temple of Kotmogu,Horde,Warlock,0,7,11,26600,16275,0,dps
Temple of Kotmogu,Horde,Mage,0,8,11,29222,19680,0,dps
Temple of Kotmogu,Horde,Paladin,1,8,13,30888,4536,0,dps
Temple of Kotmogu,Horde,Demon Hunter,3,6,12,53560,3941,0,dps
Temple of Kotmogu,Horde,Shaman,1,7,13,4277,26203,0,heal
Temple of Kotmogu,Horde,Hunter,3,4,14,55258,1439,0,dps
Temple of Kotmogu,Alliance,Warlock,7,2,53,30572,25501,1,dps
Temple of Kotmogu,Alliance,Warrior,12,1,59,50490,11310,1,dps
Temple of Kotmogu,Horde,Demon Hunter,4,7,11,44185,4955,0,dps
Temple of Kotmogu,Alliance,Paladin,3,3,62,21305,5853,1,dps
Temple of Kotmogu,Horde,Monk,0,4,11,182,19596,0,heal
Temple of Kotmogu,Horde,Warlock,0,6,12,7665,7230,0,dps
Temple of Kotmogu,Alliance,Rogue,12,0,63,40777,2773,1,dps
Temple of Kotmogu,Alliance,Warrior,7,3,39,47600,15357,1,dps
Temple of Kotmogu,Alliance,Druid,0,0,40,727,98081,1,heal
Temple of Kotmogu,Horde,Monk,0,4,11,4183,77442,0,heal
Temple of Kotmogu,Horde,Death Knight,1,3,14,36888,7085,0,dps
Temple of Kotmogu,Horde,Druid,1,7,9,43025,5737,0,dps
Temple of Kotmogu,Alliance,Paladin,7,0,40,79804,11908,1,dps
Temple of Kotmogu,Horde,Shaman,0,3,9,6092,28164,0,heal
Temple of Kotmogu,Alliance,Warrior,9,2,38,58892,13942,1,dps
Temple of Kotmogu,Alliance,Hunter,1,3,35,30043,1733,1,dps
Temple of Kotmogu,Horde,Warlock,1,1,10,54384,15453,0,dps
Temple of Kotmogu,Horde,Warrior,4,6,13,51673,3985,0,dps
Temple of Kotmogu,Horde,Warrior,1,4,14,43972,21916,0,dps
Temple of Kotmogu,Horde,Warrior,3,5,10,52674,5553,0,dps
Temple of Kotmogu,Alliance,Druid,1,0,40,2881,76860,1,heal
Temple of Kotmogu,Alliance,Mage,4,0,40,39389,2558,1,dps
Temple of Kotmogu,Horde,Warrior,1,6,10,40636,7398,0,dps
Temple of Kotmogu,Alliance,Death Knight,5,2,39,46325,38957,1,dps
Temple of Kotmogu,Horde,Shaman,0,0,6,420,21512,0,heal
Temple of Kotmogu,Alliance,Death Knight,2,3,37,52797,10996,1,dps
Temple of Kotmogu,Alliance,Druid,4,2,35,55274,10055,1,dps
Temple of Kotmogu,Alliance,Paladin,1,3,19,28403,9156,0,dps
Temple of Kotmogu,Horde,Demon Hunter,4,4,36,33317,8092,1,dps
Temple of Kotmogu,Horde,Demon Hunter,3,2,41,15656,3075,1,dps
Temple of Kotmogu,Horde,Mage,4,1,42,32779,8813,1,dps
Temple of Kotmogu,Horde,Death Knight,5,2,38,27892,21767,1,dps
Temple of Kotmogu,Alliance,Shaman,2,7,16,31373,2979,0,dps
Temple of Kotmogu,Horde,Warlock,6,4,35,34928,21698,1,dps
Temple of Kotmogu,Horde,Hunter,6,2,40,36875,3791,1,dps
Temple of Kotmogu,Alliance,Monk,4,6,20,40171,15493,0,dps
Temple of Kotmogu,Horde,Shaman,0,3,36,9444,115000,1,heal
Temple of Kotmogu,Alliance,Mage,3,5,14,80459,25562,0,dps
Temple of Kotmogu,Alliance,Warrior,6,6,18,58965,10083,0,dps
Temple of Kotmogu,Alliance,Demon Hunter,2,3,21,18810,10863,0,dps
Temple of Kotmogu,Alliance,Warrior,1,2,7,27430,3198,0,dps
Temple of Kotmogu,Alliance,Warlock,1,2,4,14054,3579,0,dps
Temple of Kotmogu,Horde,Demon Hunter,5,2,38,42652,6062,1,dps
Temple of Kotmogu,Alliance,Paladin,2,4,17,17365,6644,0,dps
Temple of Kotmogu,Alliance,Rogue,1,5,18,40260,1691,0,dps
Temple of Kotmogu,Horde,Warlock,3,3,42,38129,18149,1,dps
Temple of Kotmogu,Horde,Paladin,6,0,44,56388,19717,1,dps
Temple of Kotmogu,Alliance,Paladin,15,3,51,110000,25344,0,dps
Temple of Kotmogu,Alliance,Warlock,12,2,53,107000,33890,0,dps
Temple of Kotmogu,Horde,Shaman,10,4,41,89306,13354,1,dps
Temple of Kotmogu,Alliance,Hunter,9,5,48,111000,8083,0,dps
Temple of Kotmogu,Horde,Paladin,8,6,39,71519,14853,1,dps
Temple of Kotmogu,Horde,Warrior,8,5,41,57200,10280,1,dps
Temple of Kotmogu,Horde,Druid,7,7,38,56858,4410,1,dps
Temple of Kotmogu,Alliance,Death Knight,6,3,51,62616,20198,0,dps
Temple of Kotmogu,Alliance,Death Knight,5,7,45,52500,14125,0,dps
Temple of Kotmogu,Horde,Mage,4,4,41,75821,18728,1,dps
Temple of Kotmogu,Alliance,Warrior,3,7,40,49141,5890,0,dps
Temple of Kotmogu,Horde,Rogue,3,5,38,58952,3635,1,dps
Temple of Kotmogu,Horde,Druid,2,6,34,24641,9937,1,dps
Temple of Kotmogu,Alliance,Mage,2,6,42,40390,12718,0,dps
Temple of Kotmogu,Alliance,Priest,1,1,54,32768,95948,0,heal
Temple of Kotmogu,Horde,Shaman,0,8,35,10532,109000,1,heal
Temple of Kotmogu,Alliance,Paladin,0,5,44,8162,31777,0,heal
Temple of Kotmogu,Horde,Death Knight,0,5,35,30200,50294,1,dps
Temple of Kotmogu,Alliance,Mage,0,4,41,33043,5391,0,dps
Temple of Kotmogu,Horde,Druid,0,4,38,842,98411,1,heal
Temple of Kotmogu,Alliance,Hunter,5,2,27,52828,4933,0,dps
Temple of Kotmogu,Horde,Demon Hunter,8,1,56,78372,9397,1,dps
Temple of Kotmogu,Alliance,Demon Hunter,2,8,17,67018,13042,0,dps
Temple of Kotmogu,Horde,Warrior,11,3,50,61415,14373,1,dps
Temple of Kotmogu,Horde,Demon Hunter,7,5,48,44773,6194,1,dps
Temple of Kotmogu,Alliance,Death Knight,4,7,19,47193,17033,0,dps
Temple of Kotmogu,Alliance,Druid,4,3,26,85965,12005,0,dps
Temple of Kotmogu,Horde,Warlock,4,5,49,53797,32985,1,dps
Temple of Kotmogu,Horde,Shaman,0,4,52,19266,76639,1,heal
Temple of Kotmogu,Alliance,Mage,0,7,21,16805,5233,0,dps
Temple of Kotmogu,Alliance,Priest,0,6,19,2014,20466,0,heal
Temple of Kotmogu,Alliance,Shaman,1,3,26,50143,13530,0,dps
Temple of Kotmogu,Horde,Druid,1,5,41,23257,10814,1,dps
Temple of Kotmogu,Horde,Priest,3,0,56,20153,152000,1,heal
Temple of Kotmogu,Horde,Rogue,5,3,52,57792,2635,1,dps
Temple of Kotmogu,Horde,Druid,3,3,49,16615,12417,1,dps
Temple of Kotmogu,Alliance,Priest,2,5,22,14164,51093,0,heal
Temple of Kotmogu,Alliance,Warrior,5,7,20,66317,12336,0,dps
Temple of Kotmogu,Alliance,Warrior,2,7,22,56111,6297,0,dps
Temple of Kotmogu,Horde,Warrior,15,0,56,88713,14976,1,dps
Temple of Kotmogu,Alliance,Demon Hunter,4,6,19,40144,2364,0,dps
Temple of Kotmogu,Horde,Mage,0,2,37,19317,4111,1,dps
Temple of Kotmogu,Alliance,Paladin,1,5,20,1450,21173,0,heal
Temple of Kotmogu,Alliance,Warlock,3,3,25,24614,11955,0,dps
Temple of Kotmogu,Alliance,Mage,0,4,16,24478,5175,0,dps
Temple of Kotmogu,Horde,Mage,3,3,37,16050,5989,1,dps
Temple of Kotmogu,Horde,Warrior,3,2,39,18658,10170,1,dps
Temple of Kotmogu,Horde,Shaman,0,2,39,4783,49940,1,heal
Temple of Kotmogu,Horde,Rogue,7,2,35,21936,4953,1,dps
Temple of Kotmogu,Alliance,Demon Hunter,1,6,16,12232,4278,0,dps
Temple of Kotmogu,Alliance,Death Knight,2,4,23,23452,24221,0,dps
Temple of Kotmogu,Horde,Rogue,7,2,36,16219,4135,1,dps
Temple of Kotmogu,Horde,Mage,6,3,39,25811,5031,1,dps
Temple of Kotmogu,Horde,Warlock,7,2,39,25832,16403,1,dps
Temple of Kotmogu,Alliance,Hunter,5,4,23,15034,1119,0,dps
Temple of Kotmogu,Alliance,Druid,0,2,18,417,593,0,heal
Temple of Kotmogu,Alliance,Rogue,5,3,21,15941,3727,0,dps
Temple of Kotmogu,Horde,Warrior,5,5,37,16834,0,1,dps
Temple of Kotmogu,Horde,Rogue,2,2,41,18018,3654,1,dps
Temple of Kotmogu,Alliance,Warlock,2,4,23,8873,11163,0,dps
Temple of Kotmogu,Horde,Rogue,4,2,30,21243,2127,1,dps
Temple of Kotmogu,Alliance,Druid,7,4,28,29090,7893,0,dps
Temple of Kotmogu,Horde,Rogue,2,3,35,18594,1540,1,dps
Temple of Kotmogu,Horde,Warrior,10,3,34,23982,982,1,dps
Temple of Kotmogu,Alliance,Druid,0,2,29,657,29445,0,heal
Temple of Kotmogu,Alliance,Mage,2,5,25,18870,4399,0,dps
Temple of Kotmogu,Horde,Warrior,6,3,33,29098,1119,1,dps
Temple of Kotmogu,Horde,Shaman,0,4,33,7964,36776,1,heal
Temple of Kotmogu,Alliance,Shaman,0,7,24,459,21956,0,heal
Temple of Kotmogu,Alliance,Demon Hunter,8,4,28,39718,4707,0,dps
Temple of Kotmogu,Horde,Druid,2,2,34,11218,2420,1,dps
